symbol,year,quarter,transcript_dt,report_timing,market_cap,composite,n_priors,level_z,drift_z,signal_blend,entry_date,entry_price,ret_open+30m,ret_open+60m,ret_open+120m,ret_close,ret_t1_close
CRCT,2026,1,2026-05-06T00:00:00,BMO,934726813.0,0.167751,12,0.5767,-1.6928,-1.0416,2026-05-07,4.46,-0.042601,-0.047085,-0.022422,-0.022422,-0.035874
CR,2025,4,2026-01-27T00:00:00,BMO,10692864000.0,0.183115,12,0.0363,-0.5224,-0.2755,2026-01-28,184.28,0.010799,-0.003636,-0.002985,-0.011233,-0.02659
CRNX,2025,4,2026-02-26T00:00:00,BMO,4114053180.0,0.11362,9,-0.9976,-127.0742,-82.5584,2026-02-27,45.25,-0.088177,-0.087072,-0.093923,-0.09326,-0.100331
CRH,2026,1,2026-04-30T00:00:00,BMO,79163770000.0,0.277718,12,1.245,-0.1114,0.0248,2026-05-01,117.99,-0.007204,-0.001017,-0.015679,-0.021273,-0.060768
CRPHY,2025,4,2026-03-31T00:00:00,BMO,770629860.0,0.153047,8,0.7038,-0.0194,0.041,2026-04-02,2.16,0.0,0.0,0.0,0.046296,0.064815
CRGY,2025,4,2026-02-26T00:00:00,BMO,3547880943.0,0.222876,12,0.0424,1.5012,1.0538,2026-02-27,11.02,0.005445,0.0,0.014519,0.058984,0.089837
CRON.TO,2025,4,2026-02-26T00:00:00,BMO,1403889595.0,0.165501,12,-1.0274,-2.1543,-1.3424,2026-02-27,3.67,-0.013624,0.008174,0.010899,-0.008174,-0.016349
CRRFY,2025,4,2026-02-17T00:00:00,BMO,12143900010.0,0.142991,12,-0.388,0.5421,0.4024,2026-02-18,3.47,0.005764,-0.002882,0.002882,0.0,0.037464
CRI,2025,4,2026-02-27T00:00:00,BMO,1189136537.0,0.263897,12,1.6078,0.0498,0.1247,2026-03-02,33.2501,0.040899,0.039395,0.06526,0.052328,0.079997
CRI,2026,1,2026-05-06T00:00:00,BMO,1319569397.0,0.268801,12,1.3894,-0.2769,-0.0859,2026-05-07,37.67,-0.021768,-0.04035,-0.020441,-0.050438,-0.061853
CRSR,2026,1,2026-05-08T00:00:00,BMO,842111960.0,0.376026,12,4.2926,3.4162,2.3522,2026-05-11,7.86,0.02799,0.038168,0.015267,0.007634,-0.044529
CRT-UN.TO,2025,4,2026-02-18T00:00:00,BMO,1860816425.0,0.198598,8,1.9783,0.0923,0.1295,2026-02-19,16.93,-0.004135,-0.002953,-0.005907,0.000591,0.001772
CRT-UN.TO,2026,1,2026-05-12T00:00:00,BMO,1932376660.0,0.182249,9,1.0117,-4.8761,-3.1057,2026-05-13,17.62,0.0,0.001135,0.000568,-0.00681,-0.009081
CRL,2025,4,2026-02-18T00:00:00,BMO,7776128000.0,0.12318,12,0.8105,0.5526,0.4023,2026-02-19,155.64,-0.008288,-0.006297,0.015035,0.055834,0.085839
CRL,2026,1,2026-05-07T00:00:00,BMO,8893417680.0,0.1314,12,1.1328,0.5314,0.3914,2026-05-08,179.69,-0.018254,-0.021259,-0.011297,-0.01152,-0.061884
CRK,2025,4,2026-02-12T00:00:00,BMO,5582977005.0,0.092189,12,-0.0096,-0.6623,-0.3982,2026-02-13,18.8,0.007979,0.008511,0.010638,0.011702,-0.013298
CRK,2026,1,2026-05-06T00:00:00,BMO,4366300705.0,0.063702,12,-1.6345,-2.6379,-1.6923,2026-05-07,14.94,-0.028112,-0.028782,0.01004,-0.009371,-0.056225
CRM,2027,1,2026-05-27T00:00:00,BMO,154078680000.0,0.111228,12,-1.1451,0.786,0.5498,2026-05-28,178.45,0.018324,0.008294,0.001121,-0.012216,0.070776
CROX,2025,4,2026-02-12T00:00:00,BMO,5056511760.0,0.188082,12,0.2946,2.0589,1.4041,2026-02-13,99.87,-0.035947,-0.058676,-0.050065,-0.03094,0.000601
CROX,2026,1,2026-04-30T00:00:00,BMO,5127758360.0,0.16021,12,-0.5506,-0.0512,0.0228,2026-05-01,101.95,0.015498,0.005689,-0.005101,0.019127,-0.004806
CRVS,2025,4,2026-03-12T00:00:00,BMO,1264227120.0,0.068123,12,-1.5746,-0.7624,-0.4717,2026-03-13,16.21,-0.032387,-0.027144,-0.080197,-0.054287,-0.028378
CRS,2026,2,2026-01-29T00:00:00,BMO,15550539000.0,0.150655,12,-1.2673,-0.6012,-0.338,2026-01-30,310.38,0.021651,0.018751,0.001675,0.023584,0.002739
CRS,2026,3,2026-04-29T00:00:00,BMO,20326500000.0,0.167607,12,-0.4182,0.0996,0.1234,2026-04-30,413.04,0.019732,0.025034,0.020821,0.035783,0.040335
CRWD,2026,4,2026-03-04T00:00:00,BMO,102966106880.0,0.19583,12,0.8809,0.9865,0.7098,2026-03-05,407.39,0.045902,0.037679,0.035862,0.046098,0.052873
CRTO,2026,1,2026-05-06T00:00:00,BMO,798590094.0,0.172773,12,-1.7658,-1.0063,-0.5936,2026-05-07,15.87,0.039698,0.039698,0.032766,0.036547,0.040328
CRVL,2026,3,2026-02-03T00:00:00,BMO,2652967886.0,0.163014,12,0.04,-0.859,-0.5013,2026-02-04,51.81,-0.024513,-0.004246,0.003667,-0.054816,-0.059641
CRVL,2026,4,2026-05-20T00:00:00,BMO,3286899000.0,0.320443,12,0.7848,0.2111,0.2494,2026-05-21,63.83,-0.04512,-0.041595,-0.039323,-0.03619,-0.015667
CS.PA,2025,4,2026-02-26T00:00:00,BMO,82856357460.0,0.271137,12,2.0299,0.6624,0.5254,2026-02-27,41.23,0.003638,0.005093,-0.00194,-0.002183,-0.015523
CSL.AX,2026,2,2026-02-10T00:00:00,BMO,82989115760.0,0.225187,11,1.7459,0.7683,0.5782,2026-02-11,154.0,0.015195,-0.021818,0.031948,0.051753,-0.002727
CRZBY,2025,4,2026-02-11T00:00:00,BMO,46841095873.0,0.210797,12,0.9761,-0.3651,-0.1635,2026-02-12,42.22,-0.009948,-0.032212,-0.038607,-0.036949,-0.089768
CS.TO,2025,4,2026-03-02T00:00:00,BMO,10464024417.0,0.155688,12,-0.4074,-1.9973,-1.2438,2026-03-03,12.9,-0.069767,-0.082171,-0.029457,-0.048062,-0.011628
CRUS,2026,3,2026-02-03T00:00:00,BMO,6358189460.0,0.162889,12,0.696,-0.3459,-0.1678,2026-02-04,127.08,0.106311,0.089943,0.063189,0.06248,0.102062
CSTL,2026,1,2026-05-07T00:00:00,BMO,575064360.0,0.099216,12,-0.95,-1.1157,-0.6905,2026-05-08,19.38,-0.026832,-0.004128,-0.011868,0.023736,-0.017028
CSU.TO,2025,4,2026-03-09T00:00:00,BMO,63070000000.0,0.084009,12,2.3072,0.9388,0.6396,2026-03-10,2956.48,-0.007438,-0.015968,-0.005067,-0.004874,-0.086725
CSU.TO,2026,1,2026-05-13T00:00:00,BMO,52290736020.0,0.03573,12,-0.0167,-1.7584,-1.1304,2026-05-14,2493.85,-0.027347,-0.010542,0.030535,0.018999,0.047509
CSIQ,2025,4,2026-03-19T00:00:00,BMO,916152736.0,0.107069,12,-1.0297,-0.0014,0.0366,2026-03-20,13.98,0.002146,0.04578,0.035765,0.019313,-0.062232
CSIQ,2026,1,2026-05-14T00:00:00,BMO,1206640189.0,0.168874,12,1.2194,2.5438,1.7126,2026-05-15,17.11,0.02104,0.001753,0.020456,0.043834,0.003507
CSGP,2026,1,2026-04-28T00:00:00,BMO,14851480000.0,0.222757,12,1.2848,0.6939,0.529,2026-04-29,35.55,-0.048945,-0.044726,-0.033193,-0.039944,-0.026723
CSL,2025,4,2026-02-03T00:00:00,BMO,14767359999.0,0.147753,12,-0.3965,0.462,0.352,2026-02-04,382.99,-0.041124,0.005457,0.030001,0.031646,0.047677
CSL,2026,1,2026-04-23T00:00:00,BMO,14838960000.0,0.123182,12,-1.2003,-0.2148,-0.0965,2026-04-24,370.25,0.039811,0.012856,-0.010209,-0.027657,-0.023687
CSCO,2026,2,2026-02-11T00:00:00,BMO,338310700000.0,0.274841,12,-0.0309,0.5253,0.4376,2026-02-12,79.7,-0.028984,-0.032497,-0.045922,-0.058846,-0.035006
CSTM,2025,4,2026-02-18T00:00:00,BMO,3581343920.0,0.141761,12,0.9332,0.8688,0.6143,2026-02-19,25.31,0.025682,0.043066,0.041486,0.020545,0.005531
CSTM,2026,1,2026-04-29T00:00:00,BMO,4363770375.0,0.164421,12,1.5164,0.8571,0.6147,2026-04-30,32.3,-0.005263,-0.012693,-0.022601,-0.031579,-0.009288
CTEC.L,2025,4,2026-02-24T00:00:00,BMO,4901926456.0,0.194101,8,0.8406,0.1632,0.174,2026-02-25,244.0,-0.002459,-0.001967,0.004918,0.040984,0.04918
CSR,2025,4,2026-02-18T00:00:00,BMO,1062562560.0,0.090498,12,-1.0681,-0.9595,-0.592,2026-02-19,63.29,0.004898,-0.02212,-0.012798,0.00395,-0.01738
CSR,2026,1,2026-05-05T00:00:00,BMO,1098091500.0,0.121001,12,-0.153,0.1771,0.1575,2026-05-06,66.14,-0.001269,0.018143,0.008164,0.014817,0.021621
CTKB,2025,4,2026-02-26T00:00:00,BMO,563931385.0,0.13852,12,-0.611,-0.0486,0.0169,2026-02-27,4.24,0.068396,0.056604,0.032075,0.058962,0.044811
CTKB,2026,1,2026-05-07T00:00:00,BMO,633228275.0,0.197466,12,1.5849,3.0107,2.0261,2026-05-08,4.5,-0.02,-0.035556,-0.031111,0.026667,-0.084444
CSW,2026,3,2026-01-29T00:00:00,BMO,4548888800.0,0.114937,12,-1.7354,0.4276,0.3182,2026-01-30,276.01,-0.030289,-0.025361,-0.027934,-0.022861,-0.057281
CSWC,2026,3,2026-02-03T00:00:00,BMO,1339320329.0,0.147898,12,-1.5946,-1.6286,-1.0068,2026-02-04,23.38,-0.007271,-0.008982,-0.011548,-0.007699,-0.01497
CSWC,2026,4,2026-05-14T00:00:00,BMO,1387249780.0,0.231731,12,0.3558,0.8386,0.6262,2026-05-15,23.67,-0.005492,-0.004225,-0.007182,-0.003802,-0.015209
CSV,2025,4,2026-02-26T00:00:00,BMO,701213230.0,0.146306,12,0.472,0.7285,0.5247,2026-02-27,45.54,-0.009223,-0.000659,0.022178,0.013395,0.000439
CTOS,2025,4,2026-03-10T00:00:00,BMO,1282329600.0,0.318243,12,0.9102,2.4128,1.6797,2026-03-11,5.64,0.01773,0.039007,0.024823,0.065603,0.076241
CTMX,2025,4,2026-03-16T00:00:00,BMO,1148757963.0,0.169664,12,-0.4688,0.3187,0.2665,2026-03-17,6.89,-0.056604,-0.056604,-0.088534,-0.208999,-0.362845
CTO,2025,4,2026-02-20T00:00:00,BMO,647456395.0,0.128323,12,1.158,4.9934,3.2906,2026-02-23,19.91,0.008036,0.001005,-0.005525,-0.007534,-0.024108
CTO,2026,1,2026-04-29T00:00:00,BMO,664366357.0,0.125833,12,1.1922,0.8334,0.5857,2026-04-30,20.4,0.008824,0.010294,0.009314,-0.007353,0.001471
CTTAY,2025,4,2026-03-04T00:00:00,BMO,15700000000.0,0.07308,12,-1.6234,-0.3579,-0.2071,2026-03-05,7.7,0.002597,-0.003896,-0.003896,-0.009091,-0.038961
CSX,2025,4,2026-01-22T00:00:00,BMO,66693920000.0,0.109145,12,-0.9194,-0.6195,-0.3645,2026-01-23,36.94,0.010016,0.011099,0.014077,-0.008121,0.014348
CSX,2026,1,2026-04-22T00:00:00,BMO,80314800000.0,0.165422,12,0.0309,1.2039,0.8404,2026-04-23,45.47,0.008137,0.008797,0.013855,0.015835,-0.001979
CTVA,2025,4,2026-02-04T00:00:00,BMO,50568585387.0,0.17878,12,0.9247,-1.3092,-0.7884,2026-02-05,74.16,-0.002157,-0.004854,-0.018608,-0.022789,-0.020901
CTVA,2026,1,2026-05-06T00:00:00,BMO,54990325000.0,0.184482,12,1.1134,-1.2523,-0.7494,2026-05-07,81.04,-0.010612,-0.019003,-0.018509,-0.023939,0.001234
CTRE,2025,4,2026-02-13T00:00:00,BMO,8147716420.0,0.157151,12,1.0296,-0.274,-0.1231,2026-02-17,40.5,0.006667,0.006914,0.000988,0.015556,-0.008395
CTAS,2026,2,2025-12-18T00:00:00,BMO,76410026990.0,0.289572,12,1.5328,1.1275,0.8342,2025-12-19,189.16,-0.004176,-0.003331,-0.004229,-0.008353,0.014591
CTAS,2026,3,2026-03-25T00:00:00,BMO,71026850700.0,0.265664,12,0.7356,0.2231,0.238,2026-03-26,176.47,-0.0068,-0.014393,-0.02142,-0.04284,-0.0612
CU.TO,2025,4,2026-02-26T00:00:00,BMO,12725440752.0,0.216579,12,1.1996,0.4481,0.3671,2026-02-27,47.12,0.016341,0.013582,0.019525,0.008913,0.006579
CUERVO.MX,2025,4,2026-02-27T00:00:00,BMO,62986140000.0,0.167152,10,-0.1691,0.1715,0.17,2026-03-02,17.21,-0.003486,-0.002905,-0.018013,-0.015689,-0.011621
CUV.AX,2026,2,2026-02-26T00:00:00,BMO,553734207.0,0.168797,5,-0.7882,1.045,0.7383,2026-02-27,11.02,-0.000907,-0.056261,-0.049909,-0.088022,-0.092559
CTS,2025,4,2026-02-10T00:00:00,BMO,1658259050.0,0.248476,12,3.0175,1.7751,1.2408,2026-02-11,56.9,0.008084,-0.027592,-0.014236,0.004394,-0.000527
CTS,2026,1,2026-04-29T00:00:00,BMO,1561542270.0,0.233503,12,1.7958,-0.0878,0.0246,2026-04-30,55.04,0.015262,0.004906,0.017442,0.037972,0.034884
CURA.TO,2026,1,2026-05-05T00:00:00,BMO,3667780262.0,0.198837,12,0.197,-0.538,-0.2801,2026-05-06,14.25,0.010526,0.014737,0.010526,0.088421,0.132632
CURLF,2025,4,2026-02-26T00:00:00,BMO,1875597113.0,0.249194,12,1.9152,1.4923,1.0572,2026-02-27,7.23,-0.041494,-0.033195,-0.033195,-0.033195,-0.078838
CURLF,2026,1,2026-05-05T00:00:00,BMO,2698493723.0,0.198837,12,0.197,-0.538,-0.2801,2026-05-06,10.5,0.002857,0.002857,0.005714,0.088571,0.123429
CUBI,2025,4,2026-01-23T00:00:00,BMO,2547784251.0,0.206156,12,0.9609,2.2544,1.5375,2026-01-26,75.43,0.014848,0.01518,0.014185,0.026912,0.006364
CUBI,2026,1,2026-04-24T00:00:00,BMO,2534932432.0,0.160936,12,-1.0944,-2.8449,-1.7929,2026-04-27,75.43,0.032613,0.016041,0.011136,0.033011,0.022537
CTSH,2025,4,2026-02-04T00:00:00,BMO,36897510000.0,0.185403,12,0.1111,-1.1847,-0.7052,2026-02-05,76.94,0.007928,0.009878,0.00039,-0.00156,0.00156
CUBE,2025,4,2026-02-27T00:00:00,BMO,9409828780.0,0.12009,12,0.9976,-0.0677,-0.002,2026-03-02,40.91,0.002933,0.011978,0.009533,0.022488,0.003911
CUBE,2026,1,2026-05-01T00:00:00,BMO,9144253260.0,0.140457,12,1.6157,0.1323,0.1352,2026-05-04,39.96,-0.008008,-0.003253,-0.009009,-0.022773,-0.019269
CUK,2025,4,2025-12-19T00:00:00,BMO,40650480000.0,0.166318,12,-0.1352,-0.1336,-0.0286,2025-12-22,31.1,0.003215,0.016077,0.020257,0.022186,0.009646
CVBF,2025,4,2026-01-22T00:00:00,BMO,2852655300.0,0.036523,12,-0.4665,-1.0781,-0.6879,2026-01-23,20.75,-0.004819,-0.018313,-0.032289,-0.043373,-0.043373
CVBF,2026,1,2026-04-23T00:00:00,BMO,2781098100.0,0.072749,12,1.7812,1.4473,0.9662,2026-04-24,20.28,-0.012327,-0.00789,-0.010848,-0.010355,0.003945
CUZ,2025,4,2026-02-06T00:00:00,BMO,4266470360.0,0.161486,12,0.5771,0.494,0.3776,2026-02-09,25.51,-0.015288,-0.005488,-0.003528,-0.007448,-0.01372
CUZ,2026,1,2026-04-30T00:00:00,BMO,4261478390.0,0.167347,12,0.7118,1.0668,0.752,2026-05-01,25.72,-0.001555,0.001166,-0.000389,-0.001944,-0.008942
CVNA,2025,4,2026-02-19T00:00:00,BMO,14853497098.0,0.174144,12,1.071,1.1885,0.8335,2026-02-20,66.042,-0.009873,-0.026801,0.017171,0.019412,-0.013809
CVNA,2026,1,2026-04-29T00:00:00,BMO,17701012468.0,0.129961,12,-1.2958,-1.4518,-0.8982,2026-04-30,83.24,-0.051009,-0.078784,-0.077727,-0.049015,-0.079914
CVLG,2025,4,2026-01-30T00:00:00,BMO,616180800.0,0.075048,12,0.284,1.4509,0.9693,2026-02-02,24.94,0.003609,0.046111,0.052927,0.085405,0.113873
CVLG,2026,1,2026-04-24T00:00:00,BMO,854543740.0,0.072171,12,0.1046,0.7041,0.4829,2026-04-27,34.25,0.022628,0.018686,0.009927,0.021314,0.021606
CVCO,2026,3,2026-01-30T00:00:00,BMO,3880853999.0,0.038948,12,-1.5224,-2.0094,-1.2925,2026-02-02,485.11,-0.02652,-0.03325,-0.054812,-0.039764,-0.004453
CVCO,2026,4,2026-05-22T00:00:00,BMO,3946181044.0,0.123981,12,1.9027,1.3626,0.9291,2026-05-26,516.38,-0.024924,0.003106,0.012684,0.024207,0.056683
CVI,2026,1,2026-04-30T00:00:00,BMO,3330570000.0,0.072042,12,0.0961,-0.6039,-0.3673,2026-05-01,32.64,0.000919,-0.009498,0.014093,0.019301,0.0481
CVLT,2026,4,2026-04-28T00:00:00,BMO,4217745060.0,0.142034,12,-0.8494,0.2113,0.1871,2026-04-29,98.47,0.012999,0.018077,0.028638,0.027623,0.003351
CWR.L,2025,4,2026-03-31T00:00:00,BMO,616841280.0,0.153047,8,0.7038,-0.0194,0.041,2026-04-01,332.7,0.007875,0.019958,-0.008837,-0.046589,0.001503
CWK,2025,4,2026-02-19T00:00:00,BMO,3040908000.0,0.17422,12,-0.0687,-1.3411,-0.8107,2026-02-20,13.08,-0.001529,0.005352,0.005352,0.017584,-0.009939
CWK,2026,1,2026-05-07T00:00:00,BMO,3224280000.0,0.253169,12,1.0672,0.6043,0.4814,2026-05-08,13.81,0.017379,0.026068,0.034033,0.026792,-0.003621
CWH,2025,4,2026-02-25T00:00:00,BMO,568279440.0,0.088088,12,-0.6047,-3.3534,-2.1489,2026-02-26,8.94,0.005593,-0.003356,-0.004474,-0.033557,-0.07047
CWH,2026,1,2026-04-30T00:00:00,BMO,519884819.0,0.133225,12,1.3097,1.0006,0.697,2026-05-01,8.18,-0.072127,-0.04401,-0.050122,-0.050122,-0.090465
CWEN,2025,4,2026-02-23T00:00:00,BMO,4771183753.0,0.271899,12,1.0406,0.5151,0.43,2026-02-24,39.25,-0.017834,-0.009427,-0.009427,-0.014522,-0.012739
CXM,2026,3,2025-12-03T00:00:00,BMO,1957527180.0,0.180933,12,1.7444,1.5375,1.0627,2025-12-04,7.94,0.003778,-0.020151,-0.027708,-0.005038,-0.018892
CXM,2026,4,2026-03-11T00:00:00,BMO,1475523160.0,0.18583,12,1.6365,0.5201,0.4031,2026-03-12,5.85,0.011966,0.025641,0.0,0.005128,-0.001709
CXT,2025,4,2026-01-27T00:00:00,BMO,2851632000.0,0.183226,11,-0.337,0.1479,0.1603,2026-01-28,49.93,-0.008512,0.002203,0.007611,0.004206,0.015422
CW,2025,4,2026-02-12T00:00:00,BMO,24780232619.0,0.275302,12,3.0203,1.5571,1.1084,2026-02-13,679.01,0.001841,0.01514,0.010324,0.007791,0.012783
CW,2026,1,2026-05-07T00:00:00,BMO,26729293710.0,0.256499,12,1.2212,-0.9268,-0.5126,2026-05-08,735.71,-0.005423,-0.008074,-0.015223,-0.010303,-0.010235
CVS,2025,4,2026-02-10T00:00:00,BMO,96037400000.0,0.251413,12,1.3996,1.2535,0.9028,2026-02-11,75.74,-0.001056,-0.003961,-0.00977,0.015712,0.028783
CVS,2026,1,2026-05-06T00:00:00,BMO,110572780000.0,0.219405,12,0.3606,-1.5522,-0.9321,2026-05-07,86.79,0.011637,-0.00242,-0.002304,0.006107,0.043323
CVX,2025,4,2026-01-30T00:00:00,BMO,352110251200.0,0.152054,12,0.8919,0.0028,0.055,2026-02-02,173.34,-0.002192,0.003808,0.0075,0.004269,0.027287
CVX,2026,1,2026-05-01T00:00:00,BMO,377475231980.0,0.143322,12,0.4787,-0.5941,-0.336,2026-05-04,190.91,-0.0033,0.003038,0.003143,0.007543,0.009167
CZMWF,2025,4,2025-12-11T00:00:00,BMO,4140812500.0,0.083918,12,-0.8084,-0.1902,-0.0943,2025-12-16,47.0,0.0,0.0,0.0,0.0,-0.004894
CWST,2025,4,2026-02-20T00:00:00,BMO,6061137240.0,0.146456,12,-0.0225,1.0036,0.7036,2026-02-23,95.23,-0.040218,-0.034023,-0.034338,-0.027407,-0.035178
CWST,2026,1,2026-05-01T00:00:00,BMO,5517525520.0,0.138583,12,-0.2595,0.3834,0.2977,2026-05-04,88.09,-0.008855,-0.009195,0.004654,-0.018504,-0.014871
CWT,2025,4,2026-02-26T00:00:00,BMO,2657965310.0,0.111457,12,0.1144,-0.763,-0.4569,2026-02-27,45.42,-0.00022,-0.001101,0.000881,-0.007926,-0.001541
CWT,2026,1,2026-05-01T00:00:00,BMO,2528849640.0,0.132525,12,0.4885,0.11,0.1179,2026-05-04,42.05,0.013793,0.026873,0.029727,0.024019,0.023306
CYD,2025,4,2026-02-24T00:00:00,BMO,1800504272.0,0.135978,12,0.7024,-0.2058,-0.0862,2026-02-25,49.965,-0.009707,-0.031322,-0.037726,-0.129991,-0.07115
D05.SI,2025,4,2026-02-09T00:00:00,BMO,165143220000.0,0.170029,12,0.9138,-0.3155,-0.1456,2026-02-10,57.89,-0.000691,0.002073,-0.000518,-0.000518,-0.006046
D05.SI,2026,1,2026-05-02T00:00:00,BMO,166000009500.0,0.061577,12,-0.6809,-1.8168,-1.1594,2026-05-04,59.09,-0.003215,-0.002539,-0.0044,-0.005415,-0.013369
CZR,2025,4,2026-02-17T00:00:00,BMO,3846850000.0,0.126267,12,0.354,1.7833,1.2033,2026-02-18,19.92,0.109438,0.089859,0.093373,0.075301,0.098394
CZR,2026,1,2026-04-28T00:00:00,BMO,5571240000.0,0.126305,12,0.4645,0.6469,0.4647,2026-04-29,27.64,-0.009768,-0.007959,0.002533,-0.009407,0.007598
DANOY,2025,4,2026-02-20T00:00:00,BMO,55720293240.0,0.195911,12,-0.3692,-1.5628,-0.9473,2026-02-23,16.88,0.005332,0.007109,0.000592,0.003555,0.004147
CYTK,2025,4,2026-02-24T00:00:00,BMO,8553648686.0,0.234742,12,1.19,0.7669,0.5806,2026-02-25,68.12,-0.015561,-0.059014,-0.046682,-0.07707,-0.081327
CYTK,2026,1,2026-05-05T00:00:00,BMO,9503115570.0,0.256278,12,1.4245,0.518,0.4264,2026-05-06,78.26,-0.037056,-0.055584,-0.052517,-0.043573,-0.050473
DAC,2026,1,2026-05-12T00:00:00,BMO,2418834300.0,0.124124,12,-0.6218,-0.8336,-0.4984,2026-05-13,132.9,0.008202,0.011061,-0.004966,-0.003386,-0.001655
D,2025,4,2026-02-23T00:00:00,BMO,54858843000.0,0.182885,12,1.8885,2.9011,1.9497,2026-02-24,64.18,-0.012621,-0.013088,-0.013711,-0.006544,-0.009505
D,2026,1,2026-05-01T00:00:00,BMO,56196866000.0,0.300603,12,7.9079,5.3146,3.5597,2026-05-04,63.75,0.001255,0.001098,-0.001882,-0.012078,-0.012078
DAO,2025,4,2026-02-11T00:00:00,BMO,1121104563.0,0.223565,12,0.6166,0.2611,0.248,2026-02-12,9.84,-0.011179,-0.010163,-0.080285,-0.080285,-0.057927
DAO,2026,1,2026-05-21T00:00:00,BMO,1369472618.0,0.189768,12,0.1074,-0.3955,-0.1907,2026-05-22,10.76,0.037175,0.080855,0.120818,0.216543,0.030669
DAN,2026,1,2026-04-29T00:00:00,BMO,4986144000.0,0.157446,12,1.367,0.1264,0.1373,2026-04-30,35.63,0.00842,0.017682,0.014314,0.023295,0.006736
DANSKE.CO,2025,4,2026-02-05T00:00:00,BMO,269438338800.0,0.197188,12,1.4804,1.1679,0.8282,2026-02-06,337.3,-0.003854,0.004447,0.003558,0.0,0.011266
DAKT,2026,2,2025-12-10T00:00:00,BMO,1019230299.0,0.209016,12,0.2479,0.3025,0.2698,2025-12-11,20.68,-0.008704,0.002418,0.016441,-0.007253,-0.09236
DAKT,2026,3,2026-03-04T00:00:00,BMO,1076668560.0,0.183038,12,-0.3457,0.5093,0.3951,2026-03-05,22.35,0.049664,0.021924,0.039374,0.028635,-0.017897
DASH,2025,4,2026-02-18T00:00:00,BMO,75001240540.0,0.136466,12,-0.5061,-0.251,-0.1154,2026-02-19,185.5,-0.02965,-0.039784,-0.021402,-0.049757,-0.049596
DAL,2025,4,2026-01-13T00:00:00,BMO,44995170000.0,0.17696,12,0.368,0.9837,0.7013,2026-01-14,69.39,0.002306,-0.00735,-0.009223,-0.01225,0.028246
DAL,2026,1,2026-04-08T00:00:00,BMO,44388160000.0,0.178163,12,0.4469,0.5618,0.4275,2026-04-09,67.64,-0.009314,-0.017445,-0.008131,0.003105,0.002957
DAVE,2025,4,2026-03-03T00:00:00,BMO,2804661791.0,0.237366,12,-0.3929,1.9675,1.3619,2026-03-04,204.76,0.035358,0.043514,0.025615,0.028961,0.067738
DAR,2025,4,2026-02-12T00:00:00,BMO,8225685000.0,0.189182,12,0.8812,0.4318,0.3469,2026-02-13,51.39,-0.005838,0.017319,0.01654,-0.008562,-0.007394
DB1.DE,2025,4,2026-02-12T00:00:00,BMO,38266213500.0,0.243362,12,0.6313,1.5383,1.0851,2026-02-13,208.3,0.007681,0.013442,0.018723,0.052328,0.040807
DB1.DE,2026,1,2026-04-28T00:00:00,BMO,48713551494.0,0.214192,12,0.0744,0.4661,0.3779,2026-04-29,264.3,0.003405,0.002649,-0.000378,0.000378,-0.013621
DBSDF,2025,4,2026-02-09T00:00:00,BMO,102785340400.0,0.170029,12,0.9138,-0.3155,-0.1456,2026-02-10,45.77,0.0,0.004588,0.00284,0.005025,-0.011143
DBOEF,2025,4,2026-02-12T00:00:00,BMO,45597196348.0,0.243362,12,0.6313,1.5383,1.0851,2026-02-13,257.35,0.000389,0.000389,0.021177,-0.007189,-0.019623
DBOEY,2026,1,2026-04-28T00:00:00,BMO,56975820820.0,0.214192,12,0.0744,0.4661,0.3779,2026-04-29,30.83,0.000649,-0.003892,0.002919,0.000649,-0.005676
DB,2025,4,2026-01-29T00:00:00,BMO,76506984000.0,0.180882,12,0.0838,2.1012,1.4291,2026-01-30,39.43,0.004565,-0.002536,-0.000507,-0.005072,0.004311
DBSDY,2025,4,2026-02-09T00:00:00,BMO,129944925000.0,0.170029,12,0.9138,-0.3155,-0.1456,2026-02-10,183.0,0.000765,-0.000273,-0.000219,-0.00776,-0.000874
DBSDY,2026,1,2026-05-02T00:00:00,BMO,132147357990.0,0.061577,12,-0.6809,-1.8168,-1.1594,2026-05-04,182.71,0.008128,0.007881,0.003612,0.002135,0.003995
DASTY,2025,4,2026-02-11T00:00:00,BMO,28029969000.0,0.193104,12,-0.0667,0.3453,0.292,2026-02-12,21.35,0.005152,0.013583,0.010304,0.01171,-0.014988
DCC.L,2026,4,2026-05-19T00:00:00,BMO,5223616450.0,0.175666,6,-0.6117,0.7996,0.5812,2026-05-20,6115.0,0.001127,0.004906,-0.000818,0.002453,0.003271
DCCPY,2026,4,2026-05-19T00:00:00,BMO,7160113949.0,0.175666,6,-0.6117,0.7996,0.5812,2026-05-20,42.2,0.0,0.0,0.0,0.0,0.020379
DBK.DE,2025,4,2026-01-29T00:00:00,BMO,62573142000.0,0.180882,12,0.0838,2.1012,1.4291,2026-01-30,32.85,0.004566,0.008828,0.004871,0.013699,0.019178
DCBO,2026,1,2026-05-08T00:00:00,BMO,595190657.0,0.134028,12,-0.5002,0.8547,0.6025,2026-05-11,20.53,-0.037019,-0.069167,-0.086215,-0.06868,-0.153921
DBD,2025,4,2026-02-12T00:00:00,BMO,2743917000.0,0.294899,12,1.0449,0.4287,0.3819,2026-02-13,77.17,0.0092,0.022807,0.041985,0.04043,0.070105
